Time [s],Rank 27,Rank 5,Rank 14,Rank 19,Rank 1,Rank 20,Rank 8,Rank 25,Rank 12,Rank 17,Rank 31,Rank 4,Rank 23,Rank 0,Rank 28,Rank 10,Rank 7,Rank 15,Rank 21,Rank 3,Rank 26,Rank 13,Rank 18,Rank 6,Rank 24,Rank 29,Rank 11,Rank 2,Rank 16,Rank 30,Rank 9,Rank 22
0.128721676,,,,,,,,,0.753334469368458,,,,,,,,,,,,,,,,,,,,,,,
0.128861794,,,,,,,,,,,0.753334469368458,,,,,,,,,,,,,,,,,,,,,
0.129453021,,,,,,,,,,,,,,,,,,,,,,,,,,0.753334469368458,,,,,,
0.129533627,,,,,,,,,,,,,,,,,,,,,,0.753334469368458,,,,,,,,,,
0.129849991,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.753334469368458,,,,
0.144688701,,,,,,,,,,,,,0.74663145906397,,,,,,,,,,,,,,,,,,,
0.144808338,,,,,,,,,,,,,,,,,,,,,,,0.74663145906397,,,,,,,,,
0.14649392,,,,,,,,,0.74663145906397,,,,,,,,,,,,,,,,,,,,,,,
0.146545831,,,,,,,,,,,,,,,,,,,,0.74663145906397,,,,,,,,,,,,
0.14674646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74663145906397,
0.146907186,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74663145906397,,,,
0.147053889,,,,,,,0.74663145906397,,,,,,,,,,,,,,,,,,,,,,,,,
0.147313938,,,,,,0.74663145906397,,,,,,,,,,,,,,,,,,,,,,,,,,
0.147322319,,,,,,,,,,0.74663145906397,,,,,,,,,,,,,,,,,,,,,,
0.14739239,,,,,,,,,,,0.74663145906397,,,,,,,,,,,,,,,,,,,,,
0.14777426,,,,,,,,,,,,,,,,,,,,,,,,0.74663145906397,,,,,,,,
0.14801395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74663145906397,,
0.148041696,,,,,,,,0.74663145906397,,,,,,,,,,,,,,,,,,,,,,,,
0.148053724,0.74663145906397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.148077943,,,,,,,,,,,,,,0.74663145906397,,,,,,,,,,,,,,,,,,
0.148270783,,,,,,,,,,,,,,,,,,,,,,,,,0.74663145906397,,,,,,,
0.148347268,,,,,,,,,,,,,,,,,,,,,,0.74663145906397,,,,,,,,,,
0.148458924,,,,,,,,,,,,,,,0.74663145906397,,,,,,,,,,,,,,,,,
0.148492345,,,,0.74663145906397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.148612127,,,,,,,,,,,,,,,,,,0.74663145906397,,,,,,,,,,,,,,
0.148788449,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74663145906397,,,,,
0.149150634,,,,,,,,,,,,0.74663145906397,,,,,,,,,,,,,,,,,,,,
0.149163707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74663145906397,,,
0.149316795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74663145906397
0.14932109,,0.74663145906397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.149356687,,,,,0.74663145906397,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.149436997,,,,,,,,,,,,,,,,,,,0.74663145906397,,,,,,,,,,,,,
0.149510008,,,,,,,,,,,,,,,,,,,,,,,,,,0.74663145906397,,,,,,
0.149617081,,,,,,,,,,,,,,,,,0.74663145906397,,,,,,,,,,,,,,,
0.149765029,,,0.74663145906397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.149885226,,,,,,,,,,,,,,,,0.74663145906397,,,,,,,,,,,,,,,,
0.150133111,,,,,,,,,,,,,,,,,,,,,0.74663145906397,,,,,,,,,,,
0.165918989,,,,,,,,,,,,,,,,,,,,,,,0.739383825475269,,,,,,,,,
0.167187436,,,,,,,,,,,,,,,,,,,,,,,,,0.739383825475269,,,,,,,
0.167344468,,,,,,,,,,,,,,,,,,,,0.739383825475269,,,,,,,,,,,,
0.168027716,,,,,,,,,,,,,0.739383825475269,,,,,,,,,,,,,,,,,,,
0.168078094,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739383825475269,,,,,
